Category,LogName,Expression,,Priority,Severity,ID,Description
AvailabilityHealth,System,SystemEventDisplayNumberEqual5144PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.Application.pool.disabled.due.to.WAS.request.failure.Monitor,Application pool disabled due to WAS request failure  
AvailabilityHealth,,60$Target/Property[Type="IISCommon!Microsoft.Windows.InternetInformationServices.ApplicationPool"]/PoolID$,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.ApplicationPool.ApplicationPoolStatusCheck.Monitor,Application Pool availability  
AvailabilityHealth,,$Target/Host/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$SystemEventDisplayNumberMatchesRegularExpression^(5117|5077)$PublisherNameEqualMicrosoft-Windows-WASParams/Param[2]Equal$Target/Property[Type="IISCommon!Microsoft.Windows.InternetInformationServices.ApplicationPool"]/PoolID$360010,Normal,Warning,Microsoft.Windows.InternetInformationServices.6.2.ApplicationPool.MemoryLeak.Monitor,This monitor looks at events logged when the application pool is recycled due to exceeding the configured memory thresholds and will change its state to warning if the application pool is recycled too frequently (based on the configuration of the monitor). This is a manual reset monitor which means it will not switch to healthy state automatically. To switch the monitor to healthy state you will need to reset the monitor using health explorer.  
AvailabilityHealth,,$Target/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$FTPSVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.FTPServer.NTService.CheckServiceState.Monitor,FTP service availability  
AvailabilityHealth,,60$Target/Property[Type="IISCommon!Microsoft.Windows.InternetInformationServices.FTPSite"]/SiteID$,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.FTPSite.FTPSiteStatusCheck.Monitor,FTP Site availability  
AvailabilityHealth,,$Target/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$SMTPSVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.NTService.CheckServiceState.Monitor,SMTP Service availability  
AvailabilityHealth,,60$Target/Property[Type="IISCommon!Microsoft.Windows.InternetInformationServices.SMTPVirtualServer"]/SiteID$,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPVirtualServer.SMTPVirtualServerStatusCheck.Monitor,SMTP Virtual Server availability  
AvailabilityHealth,,$Target/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$WMSvc,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.RemoteAdmin.NTService.CheckServiceState.Monitor,Web Management service availability  
AvailabilityHealth,,$Target/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$IISADMIN,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.ServerRole.NTService.CheckServiceState.Monitor,IIS Admin Service availability  
AvailabilityHealth,,$Target/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$WASfalse,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WAS.NTService.CheckServiceState.Monitor,Windows Process Activation Service (WAS) manages application pool configuration and the creation and lifetime of worker processes for HTTP and other protocols. The World Wide Web Publishing Service (W3SVC) and other services depend on WAS.  
AvailabilityHealth,,$Target/Host/Host/Property[Type="Windows!Microsoft.Windows.Computer"]/NetworkName$W3SVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebServer.NTService.CheckServiceState.Monitor,World Wide Web Publishing service availability  
AvailabilityHealth,,60$Target/Property[Type="IISCommon!Microsoft.Windows.InternetInformationServices.WebSite"]/SiteID$,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebSiteStatusCheck.Monitor,Web Site availability  
ConfigurationHealth,System,SystemEventDisplayNumberMatchesRegularExpression^(5002|5059)$PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.Application.Pool.disabled.due.to.worker.process.failure.Monitor,Application Pool disabled due to worker process failure  
ConfigurationHealth,System,SystemEventDisplayNumberMatchesRegularExpression^(5021|5057)$PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.The.identity.of.the.application.pool.is.invalid.Monitor,Application Pool identity is invalid  
ConfigurationHealth,System,SystemEventDisplayNumberEqual5190PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WAS.has.encountered.an.error.during.the.SID.mapping.for.the.application.pool.Monitor,WAS has encountered an error during the SID mapping for the application pool  
ConfigurationHealth,System,SystemEventDisplayNumberEqual1007PublisherNameEqualMicrosoft-Windows-IIS-W3SVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.DuplicateBinding.Monitor,Web Site binding is already in use  
ConfigurationHealth,Application,ApplicationEventDisplayNumberEqual2271PublisherNameEqualMicrosoft-Windows-IIS-W3SVC-WP,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.Failed.To.Initialize.Logging.For.WebSite.Monitor,Could not initialize the logging module for web site  
ConfigurationHealth,System,SystemEventDisplayNumberEqual1131PublisherNameEqualMicrosoft-Windows-IIS-W3SVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.HTTP.Listening.To.Too.Many.Ports.Monitor,HTTP.sys has been configured to listen to too many ports  
ConfigurationHealth,System,SystemEventDisplayNumberEqual5055PublisherNameEqualMicrosoft-Windows-WASEventDisplayNumberEqual1044PublisherNameEqualMicrosoft-Windows-IIS-W3SVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.InvalidApplicationPool.Monitor,Web Site is configured to use invalid application pool  
ConfigurationHealth,System,SystemEventDisplayNumberMatchesRegularExpression^(1029|1004|1172|1043|1174)$PublisherNameEqualMicrosoft-Windows-IIS-W3SVCEventDisplayNumberMatchesRegularExpression^(5043)$PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.InvalidBindings.Monitor,Invalid Web Site Bindings  
ConfigurationHealth,System,SystemEventDisplayNumberEqual1003PublisherNameEqualMicrosoft-Windows-IIS-W3SVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.InvalidURL.Monitor,Invalid Web Site URL  
ConfigurationHealth,System,SystemEventDisplayNumberMatchesRegularExpression^(1129|1130)$PublisherNameEqualMicrosoft-Windows-IIS-W3SVC,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.IP.Address.Not.In.HTTP.Sys.IP.Listen.List.Monitor,IP address for the site is not in the HTTP.sys IP listen list  
ConfigurationHealth,System,SystemEventDisplayNumberMatchesRegularExpression^(5056|5161)$PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.RootApplicationDefined.Monitor,Invalid application path  
ConfigurationHealth,System,SystemEventDisplayNumberEqual5102PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WAS.Did.Not.Create.Site.Monitor,Windows Process Activation Service (WAS) did not create site  
ConfigurationHealth,System,SystemEventDisplayNumberEqual5143PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WAS.did.not.process.changes.that.affect.the.web.site.Monitor,Windows Process Activation Service (WAS) did not process changes that affect the web site  
ConfigurationHealth,System,SystemEventDisplayNumberEqual5150PublisherNameEqualMicrosoft-Windows-WAS,Normal,Error,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WAS.Failed.To.Process.ConfigurationRequest.For.WebSite.Monitor,Configuration request for web site failed  
